artist,song,line
Immortal Technique,Revolutionary,In a systematic form like a religious tradition
Immortal Technique,Revolutionary,Why do you think project rooms look like the cells in Rikers
Obie Trice,The Setup You Dont Know,This nigga screamed like a bitch
Obie Trice,The Setup You Dont Know,"The bitch got us both touched, it's like a rush"
Talib Kweli,Two And Two,I took over my writer's block and ran it like a spot
Talib Kweli,Two And Two,And keep the fire burning like a slum lord in the Bronx
Talib Kweli,Two And Two,Got visions of guns in they head like the Pied Piper
Talib Kweli,Two And Two,When I bust they start to disappear like my lighters
50 Cent,Just a Lil Bit,But shorty shake that thang like a pro man
Nas & Damian Marley,My Generation,And then a-we a-star the show like the astronomy
Crooked I,If You Ever Hear Me,I like the game cos he's game and we ain't the same
Crooked I,If You Ever Hear Me,I spit like a hundred Kanye’s and 3000 Andre’s
Crooked I,If You Ever Hear Me,"Flying a mosh pit, something like a star ship!"
Jedi Mind Tricks,The Worst,Cause your body's gonna leak like a mothafuckin dust-head
Diabolic,Frontlines,Hot-headed like the ghost rider behind a slow driver
Diabolic,Frontlines,Percussion thumpin' like the Russian Mafia over ya
Diabolic,Frontlines,I'm like the whole library in Kemet with Annunaki genetics
Jadakiss,All For the Love,"I got to, treat you like the clutch, and pop you"
Tony Talk,IV My People Freestyle,"But if you take it like a bitch, you’ll end up holding dicks"
Beanie Sigel,What Your Life Like 2,That's forever like a motherfucker
Beanie Sigel,What Your Life Like 2,"I take to the street, like a duck take to water"
Flamez,Freestyle,"The story of the masterclassic,just like the aftermatic,we don't play games hommy we invent the strangest tactics,this is to all my fankies, your boy flamez is here giving you the best of rap piece,always in the kitchen cooking  the sweetest dishes,we don't make mouth instead we put things in practise,though my day one but i  deny people the chances,i'm pissing out but never  you forget about this.."
Boot Camp Clik,Black Out,"As I choke from the smoke, throat hot like a kitchen"
Boot Camp Clik,Go For Yours,Once shit cock it's time to Rock like the Monsta
Gucci Mane,Stuntin,Cause I turned that 10 piece into like a 20 pack
Gucci Mane,Stuntin,"My gun enormous, my suit like the hornet"
Lil Wayne,Dedication 3,It's more like a message
Lil Wayne,Dedication 3,More like a change for the better
Lil Wayne,Dedication 3,"Plus, I spit like a crackhead with no teeth"
Lil Wayne,Dedication 3,"You like a nigga with no guns, you gets no peace"
Lil Wayne,Dedication 3,"Willie the Kid, pull guns like a hamstring"
Lil Wayne,Dedication 3,"Blow like a trombone, funny niggas—tambourine"
Lil Wayne,Dedication 3,"Players get jumped like a trampoline, tangerine gators"
Lil Wayne,Dedication 3,We nap your kin like a hot towel (Gangsta!)
Lil Wayne,Dedication 3,But I know it's hard like a tire iron
Lil Wayne,Dedication 3,I'm crazy as a mesc' tab; I feed niggas like a mess hall
Lil Wayne,Dedication 3,"Or like a stylist, nobody's fly as this"
Lil Wayne,Dedication 3,You crazy? I'm getting brain like a psychiatrist
Lil Wayne,Dedication 3,"Uptown-bound, face painted like a clown"
Lil Wayne,Dedication 3,"I'm something like a rhino or ram: animal, beast"
Lil Wayne,Dedication 3,He gon' drop like a flop
Chamillionaire,Swagga Like Koop,I'm like the the man named Pac
Chamillionaire,Swagga Like Koop,All up on the nuts like a Nestle bite
Chaos CServa,I Get It In,IN THE HOOD LIKE A YARD WITH NO GRASS
Chaos CServa,I Get It In,AND YA'LL GETS NO PLAY LIKE A BROAD WITH NO ASS
Jedi Mind Tricks,Trinity,"I'm like an alternative source of energy like, electricity generators"
Styles P,Im Black,Sort of like the Holys on Sundays
Styles P,Im Black,So I like the kids looking real nice
Styles P,Im Black,Look in my skin color is like the jewelry is blind
Styles P,Im Black,"Just like the PANTHERS, looking for an answer"
Styles P,Im Black,It's prejudice shit is like a cancer
Eminem,Oh No,"Just like a pendulum, Satan's pentagram swings"
Eminem,Oh No,'Cause I react like the She-Hulk when I see NyQuil
Eminem,Oh No,Vicodin's like a nitrogen hydrogen vitamin
Slaughterhouse,Wack MCs,"Rap is like a set-up, a lot of games"
Soulja Boy,Successful,Beef is like a blank disc yeah I had to burn it
Bootleg,Celebrate,Is the key if you wanna get paid like a G
Bo$$,Livin’ Loc’d,Rollin niggas up like the MOTHERFUCKIN zig zag!
Curren$y,Modern Day Hippie,Take me to the boss like the Mike Tyson code on punch out
Curren$y,Modern Day Hippie,They trying to spy on me like the CIA
Ya Boy,Get Her High,"I pull up on that girl like ""baby you like my wheels?"""
Ya Boy,Get Her High,"I pull up on that girl like ""baby you like my wheels?"""
Ya Boy,Get Her High,"Talk just like a lady, drive Mercedes, got your own"
Ya Boy,Get Her High,Girl you taste like an ice cream sundae
King Los,Super High Freestyle,Alot of pressure being this deep like a ocean floor
King Los,Super High Freestyle,"So, if you still feeling like a female"
King Los,Super High Freestyle,Boy I'm on it like a short-stop play a grounder
King Los,Super High Freestyle,Best thing smokin' like a Bentley with a bad engine
King Los,Light Up,I schools niggas like a academic scholarship
King Los,Light Up,Because I'm too up like a peace sign
King Los,Light Up,Uh.. Like a game winner I seal the fate
King Los,Put You On The Game,Like a bully takin' your lunch
King Los,Put You On The Game,But the bitch stay trippin' like a horror movie
King Los,Put You On The Game,She be frontin' like a classy little thing
King Los,Put You On The Game,Surrounded by squares like a Monopoly board
T-Pain,Take Your Shirt Off,Twist it in the air like a muh'fuckin helicopter - HEY!
T-Pain,Take Your Shirt Off,Twist it in the air like a muh'fuckin helicopter - HEY!
T-Pain,Take Your Shirt Off,Twist it in the air like a muh'fuckin helicopter - HEY!
T-Pain,Take Your Shirt Off,"Hey, twist it in the air like a helicopter"
Westside Connection,Westside Slaughterhouse,"From the West Coast bailer and teller, I cuss like a sailor"
Westside Connection,Westside Slaughterhouse,"I ignite, grab the mic tight, strike like a rattle (Ahh!)"
Westside Connection,Westside Slaughterhouse,You dread like a Rasta when I lock like a terrier
Westside Connection,Westside Slaughterhouse,I'm peepin' game like a ref in '95
Insane Clown Posse,Terrible,As soon as our wagons come over the hill!
Insane Clown Posse,Terrible,"(You don't even know what the fuck is in store for that bitch ass of yours! Let me get a look at that bitch ass of yours! There it is! It looks like a bitch's ass, you bitch ass mother fucker!)"
Big Sean,Final Hour,"Man, all fucking hundreds so whats that like a zillion?"
Slum Village,Giant,Like a song belongs with a measure
Slum Village,Giant,"Like a ventriloquist, and as I stand killing this"
Slum Village,Giant,"So I say fuck 'em, get the dick like a pretty ho"
Joe Budden,Family Reunion,'Cause your gimmicks out of minutes like a TracFone
Joe Budden,Family Reunion,"Double pipes like a sawed off shotty, nigga"
Joe Budden,Family Reunion,Arms start waving like the Carlton Banks dance
Childish Gambino,Freaks and Geeks,"Yeah, I like a white girl, sometimes we get together"
Childish Gambino,Freaks and Geeks,"Chillin' with my n-words, say it like a white kid"
Brand Nubian,Wake Up Reprise In The Sunshine,I guess I'm like the Verbalizer for the fact I'm movin' Blackwards
Lil B,Finna Hit a Lick,Bruh think I'm flexin' cause I'm talking like a big shot
Lil B,Finna Hit a Lick,Don't pay shit cause I'm robbing like a Jay Rock
Lil B,Finna Hit a Lick,"Robbing like a dope fiend, even take the wristwatch"
Lil B,Finna Hit a Lick,"With the cops on my ass, hand-cuffed to my ankles like a bitch"
Lil B,Finna Hit a Lick,I'm like a girl scout but I ain't have no cookies
Soulja Boy,Pretty Boy Swag Remix,"Earrings flashing, bright like a blinker"
Soulja Boy,Pretty Boy Swag Remix,"Damn I like the way, lil' mama shake that ass"
Cage,Agent Orange,I'll burn your house down like a fucking Talking Head
Cage,Agent Orange,"Hemotobin, left from a lip like a hickey"
Cage,Agent Orange,"Watch the Glock kiss, Little Sis' wet her like a Baptist"
Cage,Agent Orange,I start buggin' like a insect and lay larvae in your ear
Tinie Tempah,Invincible,As bad as the odds were looking
Tinie Tempah,Invincible,And I feel like the brightest star
Tinie Tempah,Invincible,I feel as light as a feather
Ludacris,Rock and a Hard Place,And shine on me like the sun to the Earth
Ludacris,Rock and a Hard Place,"Just like a crowd in a stadium, mills I be craving them"
Ludacris,Rock and a Hard Place,I'm hit with anger like a cook's hit with hot greases
Sage Francis,Hey Bobby,"""Hey, Bobby...the Masters are back. They're up to no good just like the old days"
Sage Francis,Hey Bobby,"""Hey, Bobby...the Masters are back. They're up to no good just like the old days"
Sage Francis,Hey Bobby,"""Hey, Bobby...the Masters are back. They're up to no good just like the old days"
Kool Moe Dee,Lets Go,"Just like a sucker, you took the bait"
Kool Moe Dee,Lets Go,"Now you're like a dead fish on my dish, too late"
Kool Moe Dee,Lets Go,"When I stalk like a hawk, a victory is chalked"
Kool Moe Dee,Lets Go,"Your records were smokin', but you sound like a girl"
Kool Moe Dee,Lets Go,You've got a lock on my jock like a pitbull
Jay Electronica,Abracadabra,Each diatribe is sort of like an interview
Jedi Mind Tricks,Uncommon Valor: A Vietnam Story,Jungle like the fuckin' harbinger of death here
Common,Be Intro,I wanna be as free as the spirits of those who left
J. Cole,Rags to Riches At The Beep,"Feel like a goddamn kid, man I'm Pac and Big (What up?)"
J. Cole,Rags to Riches At The Beep,Won’t see me disappear like the old Aunt Viv'
J. Cole,Rags to Riches At The Beep,"'Cause girl we go back like a throwback Celtic, Jersey"
Dr. Dre,Been There Done That,"Worldwide, like the triple beam I slide"
Dr. Dre,Been There Done That,"Pockets sweller, gettin money like a bank teller"
Dr. Dre,Been There Done That,Yet and still it makes the world go around like my 20 inch rims
Boss Hogg Outlawz,I Got it Like That Flow,"And I can make any track, snap like a twig"
Boss Hogg Outlawz,I Got it Like That Flow,"On my hip like a phone clip, the strap is attached on"
Boss Hogg Outlawz,I Got it Like That Flow,"You wanna be like the Boss, it'll cost you black"
Boss Hogg Outlawz,Make a Girl Feel Flow,"And you can catch me in the hood, like a fan belt"
Boss Hogg Outlawz,Make a Girl Feel Flow,"Put him in the sleeper, like the reaper nigga"
Boss Hogg Outlawz,Make a Girl Feel Flow,"I'll have you pushing up daisies, like a gardener"
Boss Hogg Outlawz,Make a Girl Feel Flow,"The fo'-fo' blow smoke, like a nigga blowing pounds of the killer dro"
Boss Hogg Outlawz,Make a Girl Feel Flow,"Thugging like a motherfucker, staying G'd up"
Boss Hogg Outlawz,Make a Girl Feel Flow,"Got like a bull, I'ma just raise"
Boss Hogg Outlawz,Outta Control Flow,"But sit around, like the money gon fall dead from the sky"
Boss Hogg Outlawz,Presidential Flow,"(and why your car look like a serpent), my nigga that's the paint"
Boss Hogg Outlawz,Presidential Flow,"Rappers mad at me, cause my flow is like a retard"
Boss Hogg Outlawz,Presidential Flow,"Badge on my neck, just shining like the sun"
Boss Hogg Outlawz,Presidential Flow,"That's why the diamond chain, look like a neck full of snow"
Boss Hogg Outlawz,Presidential Flow,"Ice pack on my wrist, like a nigga shit's sprung"
Boss Hogg Outlawz,Presidential Flow,"I done made it disappear, just like a magician Killa"
Common,Communism,"Like an entrepreneur, that stepped in manure"
Beyonc,Irreplaceable Rap Version,And we feeling like a shell jammed up in a barrel
King Chip,Owe You,"We coppin' all these asses, my girl look like a actress"
Kano,Signs in Life,I bet you feel like a prick now
Kano,Signs in Life,So I'm so low like the guitars and the beat
Kano,Signs in Life,I'mma ball through like a cue Dan
Brotha Lynch Hung,24 Deep,"Win some, lose some, like a nightmare"
Brotha Lynch Hung,24 Deep,"So I'mma slang 'em, slang 'em like a motherfuckin' half-ounce"
Brotha Lynch Hung,24 Deep,"Frontin' niggas like a game, so I played it"
Brotha Lynch Hung,Walkin 2 My Funeral,Just about as much as a young cap peeler
Boyz N Da Hood,Pussy M.F.s,"Like the cops and robbers, coming cocked I'ma rob you"
Boyz N Da Hood,Pussy M.F.s,"You tried me like a sucker, so nigga motherfuck you"
Boyz N Da Hood,Pussy M.F.s,Make ya bald head like a bowling ball (Bowling Ball)
Boyz N Da Hood,Pussy M.F.s,So I sprayed his whole crib like the Orkin Man (Orkin Man)
Boyz N Da Hood,Pussy M.F.s,Leave your hood ground zero like the Twin Towers (What)
Brotha Lynch Hung,Its Real,"Heard you was sweet, like a Almond Joy"
Brotha Lynch Hung,Its Real,"""Body Parts"" like the movie"
Wyclef Jean,Freedom Song For Egypt,It’s more like a genesis
Wyclef Jean,Freedom Song For Egypt,It’s more like a genesis
Fat Boys,Jail House Rap,With my stomach growling like a hungry fox
Ghostface Killah,Tooken Back,"The man'll treat you like a queen, I will bird you"
Brotha Lynch Hung,Bleeding House Mystery,Yellin' like a psycho when I pulled it
Brotha Lynch Hung,Bleeding House Mystery,"I'm so scandalous, like a preacher to teach ya of this crip shit"
Brotha Lynch Hung,Bleeding House Mystery,"See now it's two weeks later, I had to cut like a cheese grater"
Brotha Lynch Hung,Bleeding House Mystery,"Did in all black like a Raider and hit niggas up like a pager, red beam laser"
Brotha Lynch Hung,Bleeding House Mystery,"Splatter my pipe dream, leave you stiff like a mic stand"
Hodgy,Turnt Down,Blowing clouds of a smoke like a Ferrari when it burns out
Hodgy,Turnt Down,Chilling like a villain painting faces like the Joker
Plies,Plenty Money,"I like my bitches hood, but all my whips foreign"
T.I.,24s,"Broad busting, like a baby do a binky"
T.I.,24s,I'm calling out shots like a pool shark
Jim Jones,Summer Wit Miami,But the music for us is like our own diary
Jim Jones,Summer Wit Miami,Something like a confession
Jim Jones,Summer Wit Miami,She somethin' like the seasons just like mother nature
XV,Best Is Yet To Come,So I just live my life like the outcome is dying
