artist,song,signified,signifier,line
2Pac,Just Like Daddy,pain,daddy,"Baby, I can take away ya pain (Just like daddy)"
2Pac,White Manz World,shit,this,"Only thing they ever did wrong (yes!, yes!) was bein' born black (no doubt), in this white man’s world. All my ghetto motherfuckers, be proud to be black if you proud to have this shit like this, 'cause ain't nobody got it like this (all my little black seeds, born black in the white man's world). All these motherfuckers wanna be like us. They all wanna be like us, to be the have-nots: all hail. God bless the child that can hold his own, no motherfuckin' doubt."
Marky Mark and the Funky Bunch,Good Vibrations,good,Sunkist,Vibrations good like Sunkist
Kano,2 Left: Topic of Discussion,guy,this,You'll never see a mad guy like this again
Fort Minor,Spraypaint  Ink Pens,cool,Humphrey Bogart,Play it cool like Humphrey Bogart
The D.O.C.,The Shit,dirty,the South,"I'm dirty like the South, with a gun in your mouth"
The D.O.C.,The Shit,loot,"Snoop , nephew","Let's get loot like Snoop, nephew"
Lil Wayne,On Fire,fireman,911,"Uhh, fireman to her rescue like 911"
Prince,Little Red Corvette,body,yours,A body like yours oughta be in jail
Das Racist,Nutmeg,actors,a DP,Shoot at you actors like a DP
Clipse,We Got It for Cheap Intro,rap,child s play,"Rap's like child's play, my show and tell"
Clipse,We Got It for Cheap Intro,puppets,a yo - yo,Puppets on the string like a yo-yo
Clipse,We Got It for Cheap Intro,whore,lovin,"So heartbreakin', like lovin' a whore"
Clipse,Ride Around Shining,lookin,arson,"Lookin' like arson when I park in the left, it's constant"
Clipse,Ride Around Shining,all,Dickens,When I— make all of her twist like Dickens
Clipse,Dirty Money,bitches,"Dirty money , dirty money","All my fly bitches like (Dirty money, dirty money)"
Clipse,Dirty Money,bitches,"Dirty money , dirty money","All my stripper bitches like (Dirty money, dirty money)"
Clipse,Dirty Money,hoes,"( Dirty money , dirty money","All my college hoes like (Dirty money, dirty money)"
Clipse,Dirty Money,brain,Teri,"Brain like Teri, face like Eva"
Clipse,Dirty Money,bitches,"Dirty money , dirty money","All my fly bitches like (Dirty money, dirty money)"
Clipse,Dirty Money,bitches,"Dirty money , dirty money","All my stripper bitches like (Dirty money, dirty money)"
Clipse,Dirty Money,hoes,"( Dirty money , dirty money","All my college hoes like (Dirty money, dirty money)"
Clipse,Dirty Money,bitches,"Dirty money , dirty money","All my fly bitches like (Dirty money, dirty money)"
Clipse,Dirty Money,bitches,"Dirty money , dirty money","All my stripper bitches like (Dirty money, dirty money)"
Clipse,Dirty Money,hoes,"( Dirty money , dirty money","All my college hoes like (Dirty money, dirty money)"
Clipse,Dirty Money,bitches,"Dirty money , dirty money","All my fly bitches like (Dirty money, dirty money)"
Clipse,Dirty Money,bitches,"Dirty money , dirty money","All my stripper bitches like (Dirty money, dirty money)"
Clipse,Dirty Money,hoes,"( Dirty money , dirty money","All my college hoes like (Dirty money, dirty money)"
Clipse,Hello New World,gears,mine,"Foreign cars, stick shift, six gears like mine"
Clipse,Hello New World,life,it,'Cause the judge is sayin' life like it ain't someone's life
U.S.D.A.,White Girl Remix,money,a fuckin  brain tumor,Money on my mind like a fuckin' brain tumor
Mystikal,Shake Ya Ass,fire,CAY - ENNE,I like my women fire like CAY-ENNE!!
Mystikal,Shake Ya Ass,nigga,me gon,Cause a nigga like me gon' get to work before I know the girl
Xzibit,Hey Now Mean Muggin,loud,the sound of a gat,Make the crowd get loud like the sound of a gat
Xzibit,Hey Now Mean Muggin,bounce,a mother,So move - better - bounce like a mother
Talib Kweli,Soon the New Day,mask,Cory McKay,Hard to face your fears we wear the mask like Cory McKay
Lil Wayne,Kobe Bryant,tongue,two - three,Tongue out like two-three
Ras Kass,Rasassination,y'all,little bitches,Y'all like little bitches
Ras Kass,Rasassination,eyes,mascara,Puttin black eyes in the game like mascara
Ras Kass,Rasassination,wine,Jesus Christ,While me and my 12 homies sip wine like Jesus Christ
Ras Kass,Rasassination,green,that super hero,Need green like that super hero with the lantern and ring
Ras Kass,Rasassination,finger,E.T,See me easily givin' fools the finger like E.T
Rakim,Holy Are You,different,a hieroglyphic,My rhyme flow different like a hieroglyphic
Rakim,Holy Are You,infinite,mathematic,"Mind prolific, infinite, like mathematic"
Rakim,Holy Are You,scriptures,the minister Louis F,Understand the Scriptures like the minister Louis F
Rakim,Holy Are You,future,Nostradamus,I spit this truth to predict the future like Nostradamus
Rakim,Holy Are You,bronze,the Messiah,Skin is bronze like the Messiah
Dr. Dre,Some L.A. Niggaz,dope,Cuba,"But Time Bomb much smoother when I maneuver, dope like Cuba"
Dr. Dre,Some L.A. Niggaz,yourself,puttin,Like puttin' a pistol up to your face and blastin' yourself
Lil B,The Age of Information,information,art,"The information like art, it hurt the race"
Das Racist,Sit Down Man,something,a pigeon,"I'm still living this shit, something like a pigeon and pissed"
Das Racist,Sit Down Man,street,a block from the projects,"Arkansas street, like a block from the projects"
Laws,Hold You Down,hype,the wolves,"I'm a bull off the reins, hype like the wolves"
Laws,Hold You Down,buzz,Webster,"Your buzz kinda like Webster, it couldn’t grow"
Novi Novak,Ransom Freestyle Novi Novak,hollywood,Hogan,And the bitches know I'm hollywood like Hogan
King Los,Go Hard,picture,an artist with his heart inside the paint,I paint a picture like an artist with his heart inside the paint
King Los,Oh Lets Do It,sound,three thousand and two,My two thousand and ten flow sound like three thousand and two shit
King Los,Oh Lets Do It,ego,Gina head,"Zero, bitch I need my bread, big ego like Gina head"
King Los,Oh Lets Do It,bitches,Lola,"Boss bitches like Lola said, bad bitches like Trina said"
Novi Novak,Black  Yellow,smell,weed,The microphone smell like weed right
Novi Novak,Black  Yellow,cold,the 29th of February,Say he extra cold like the 29th of February
JAY-Z,Jigga That Nigga,top,a rock star,"Top like a rock star, I got a fast car"
JAY-Z,Jigga That Nigga,day,Rastafaris,All day like Rastafaris do
JAY-Z,All I Need,throwin,Willie Beamen ( Haha,Got fiends throwin' up on themself like Willie Beamen (Haha)
Grand Daddy I.U.,As I Flow On,droppin,tons of bricks,"Stickin the chicks, vics, and droppin like tons of bricks"
Grand Daddy I.U.,As I Flow On,macks,a axe,I chop new jacks and so-called macks like a axe
Grand Daddy I.U.,Blast a New Asshole,niggas,drums for large sums,Beatin niggas like drums for large sums
Grand Daddy I.U.,Blast a New Asshole,chest,cognac,"The U's a stone mack, I'm burnin your chest like cognac"
Grand Daddy I.U.,Blast a New Asshole,diesel,a truck,"But what the fuck, I'm still buckin diesel like a truck"
Beastie Boys,Hey Ladies,flowin,the Grand Canyon,Words flowin' out just like the Grand Canyon
Beastie Boys,Hey Ladies,flock,bees to a hive,Ladies flock like bees to a hive
AKIR,Treason,milk,Monsanto s,"My flow is cancerous milk, like Monsanto's"
AKIR,Treason,curse,Candyman,"But that's the curse of the slave, like Candyman"
"Tyler, The Creator",Session,her,Cartman,"Bet you thirty dollars you find her like Cartman found Kenny, dead"
"Tyler, The Creator",Session,high,the decibels,Let's take them high like the decibels
"Tyler, The Creator",Session,high,cholesterol,"So we get them high, get them high like cholesterol"
"Tyler, The Creator",Session,something,jail,"Put these bitches on lock down, something like jail"
Nas & Damian Marley,Tribes at War,turn,a flame,Every man deserve a turn like a flame deserve to burn
Nas & Damian Marley,Tribes at War,turn,a flame,Every man deserve a turn like a flame deserve to burn
Nas & Damian Marley,Tribes at War,turn,a flame,Every man deserve a turn like a flame deserve to burn
Wu-Tang Clan,Clan in Da Front,shine,gold mine,And shine shine shine like gold mine
Wu-Tang Clan,Wu-Tang Clan Aint Nuthing ta Fuck Wit,tracks,quarterback sacks,I slam tracks like quarterback sacks from L.T
Wu-Tang Clan,Impossible,spaceknight,Rom,"A spaceknight like Rom, consume planets like Unicron"
Wu-Tang Clan,Impossible,land,Napoleon,"Conquer land like Napoleon, military bomb fest"
Grand Daddy I.U.,Represent,switches,E,"Give any MC trouble, Hittin Switches like E Double"
Grand Daddy I.U.,Represent,hot,lava,"Word to father, hot just like lava"
Grand Daddy I.U.,Represent,crews,Hitler,And kill off whole crews like Hitler did Jews
Grand Daddy I.U.,Represent,wrong,child porn,You figure my skill's gone then you dead wrong like child porn
Grand Daddy I.U.,Represent,steady,the sands in the hourglass,I flow steady like the sands in the hourglass
Grand Daddy I.U.,Represent,nuts,Lamb Chop,"When my jam drops, you nibble my nuts like Lamb Chop"
Grand Daddy I.U.,Represent,stompin,"Tims , blendin in sendin in","I tear off limbs, stompin like Tims, blendin in sendin in"
Grand Daddy I.U.,Represent,motherfuckers,stems,Smokin punk motherfuckers like stems
JAY-Z & Kanye West,H·A·M,huh,a nigga ever left up out this bitch,"Like a nigga ever left up out this bitch, huh?"
JAY-Z & Kanye West,H·A·M,bitches,"Pam , nigga","Historically I'm kicking bitches out like Pam, nigga"
K'naan,Dreamer,number,a phone display,These streets pull your number like a phone display
50 Cent,Ill Still Kill,stash,a can of sea breeze,Stash up under the carpet like a can of sea breeze
2Pac,Better Dayz,weed,it,"Smokin' weed like it ain't no thing, so even kids"
Ghostface Killah,Purified Thoughts,froze,the pharaoh,Face froze in gold like the pharaoh
Joell Ortiz,Call Me She Said,fresh,Easter,"Oh, we being fresh like Easter"
Joell Ortiz,Call Me She Said,vibrate,my beeper,I made her vibrate like my beeper
Jeezy,Hustle Hard,dropping,bird shit,O's dropping like bird shit
Boogie Down Productions,The Bridge Is Over,rhyming,they,"Because Shan and Marley Marl, dem a rhyming like they gay"
JAY-Z,8 Miles and Runnin,most,Meshach and Mesha,Most of you heartless and self-centered like Meshach and Mesha
Viktor Vaughn,Lactose and Lecithin,something,fourteen,"Something like fourteen, they must be on horse pills"
Viktor Vaughn,Lactose and Lecithin,buggin,a celly frontin,This thing be buggin' like a celly frontin'
Scribe,Not Many,one,me,Ain't no one like me
Scribe,Not Many,roll,this,How many dudes you know roll like this?
Scribe,Not Many,flow,this,How many dudes you know flow like this?
Scribe,Not Many,show,this,To go and rock a show like this?
Scribe,Not Many,vibe,a beehive,I got vibe like a beehive
Scribe,Not Many,roll,this,How many dudes you know roll like this?
Scribe,Not Many,flow,this,How many dudes you know flow like this?
Scribe,Not Many,show,this,To go and rock a show like this?
Scribe,Not Many,roll,this,How many dudes you know roll like this?
Scribe,Not Many,flow,this,How many dudes you know flow like this?
Scribe,Not Many,show,this,To go and rock a show like this?
Scribe,Not Many,deal,Cody Field,Real deal like Cody Field
Scribe,Not Many,flight,"Nike kicks , the new tricks","Take flight like Nike kicks, the new tricks and make quick"
Scribe,Not Many,roll,this,How many dudes you know roll like this?
Scribe,Not Many,flow,this,How many dudes you know flow like this?
Scribe,Not Many,show,this,To go and rock a show like this?
Scribe,Not Many,roll,this,How many dudes you know roll like this?
Scribe,Not Many,flow,this,How many dudes you know flow like this?
Scribe,Not Many,show,this,To go and rock a show like this?
Mac Dre,All It Takes,lights,Nintendo,'Cause if I breathe the tac it's back lights like Nintendo
King Los,Kind Of A Big Deal,puffy,that referee that missed all of them,Puffy like that referee that missed all of them big calls
King Los,Ice Cream Paint,fall,the stock market crash,And watch the top fall like the stock market crash
King Los,Ice Cream Paint,big,some motherfuckin  hand me,Shoes too big like some motherfuckin' hand me downs
King Los,Ice Cream Paint,truck,Pippen,Big pimpin' truck like Pippen on his pivot
Lil Wayne,Walk It Out Freestyle,stuntin,my daddy and yo,Stuntin' like my daddy and yo momma eat rubbers
Lil Wayne,Walk It Out Freestyle,flows,a nigga,Touchin up my flows like a nigga do construction
Lil Wayne,Walk It Out Freestyle,words,seduction,The microphone wet cause my words like seduction
Ghostface Killah,Iron Maiden,slide,a fresh pair,"For real, slide on these niggas like a fresh pair"
Ghostface Killah,Iron Maiden,shit,Gatorade,Guzzle this shit like Gatorade
Ghostface Killah,Iron Maiden,run,Luke and Laura,Me and my girl'll run like Luke and Laura
Wiz Khalifa,Make It Hot,cameras,flick ( flick ),We posin' for them cameras like flick (flick) flick
Ugly Duckling,Left Behind,panic,a shark s fin,"To split command, cause panic like a shark's fin"
Ugly Duckling,Left Behind,strength,a cyclops,I'm full strength like a cyclops eyedrops
Ugly Duckling,Left Behind,support,high tops,I got support like high tops
Ugly Duckling,Left Behind,nocturnal,a nighthawk ( CAW~ !,Then I'm nocturnal like a nighthawk (CAW~!)
Drake,Tim Westwood Freestyle,hop,Afu Ra,"I'm too fly, keep it hip-hop like Afu Ra"
Eminem,The Kids,things,what,"And sometimes, you see things that aren't there (Like what?)"
Eminem,The Kids,swoll,a cow s tongue,Your tongue gets all swoll up like a cow's tongue
Das Racist,Ek Shaneesh,brown,Yoo - Hoo,Downtown Brown like Yoo-Hoo
King Chip,Fat Raps,lookin,a chessboard,Damier print got me lookin like a chessboard
Laws,The Rising,disappearin,my past debts,My competition disappearin' like my past debts
Drake,Faded,key,Ja Rule new name,So I stay low-key like Ja Rule new name
A Tribe Called Quest,Luck of Lucien,lookin,a kid who was lost in crumbin,Lookin' like a kid who was lost in crumbin'
A Tribe Called Quest,Luck of Lucien,nobody,it,"- Oh, man ! Give me a try ! You try to kiss me enough? Hun? Oh please what! Love me french, french me love, everybody love my accent! Why nobody like it? Q-Tip [?] city of Paris. Why is that? Oh! I'm sexy, and I'm french, everybody love my accent, I'm the best, yes, yeah! Je t'aime! I love you! I love you oui, je t'aime! I'll teach you french, I'll make your french good!"
A Tribe Called Quest,Luck of Lucien,somethin',a little pup,"On the up-and-up, he's somethin' like a little pup"
Wu-Tang Clan,A Better Tomorrow,lifeless,a Vietnam vet,"The projects, lifeless like a Vietnam vet"
Wu-Tang Clan,A Better Tomorrow,life,the virus design,"Their life and times, deadly like the virus design"
Wu-Tang Clan,A Better Tomorrow,killin,Cain,"Like Cain when he slew Abel, killin' each other"
Rich Kidz,Bend Over,face,wash rags,Bitches digg my pimpin' so they give me face like wash rags
Rich Kidz,Bend Over,positions,we dancin,Switchin' positions like we dancin'
Scribe,F. R. E. S. H.,fresh,F,My shit is fresh like F to R to E to S to H
Scribe,F. R. E. S. H.,fresh,F,My shit is fresh like F to R to E to S to H
Scribe,F. R. E. S. H.,fresh,the sound of my voice,Fresh like the sound of my voice when the beat drop
Scribe,F. R. E. S. H.,fresh,the smell of the rain on the treetop,Fresh like the smell of the rain on the treetop
Scribe,F. R. E. S. H.,fresh,the sea breeze scented with sea salt,Fresh like the sea breeze scented with sea salt
Scribe,F. R. E. S. H.,fresh,Tic Tacs and the grape - flavoured Mentos,Fresh like Tic Tacs and the grape-flavoured Mentos
Scribe,F. R. E. S. H.,fresh,island girls and a whole can of Impulse,Fresh like island girls and a whole can of Impulse
Scribe,F. R. E. S. H.,fresh,F,My shit is fresh like F to R to E to S to H
Scribe,F. R. E. S. H.,fresh,F,My shit is fresh like F to R to E to S to H
